Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Manual_Review,Evidence_Adjudication,Title_Terms,Summary_Terms,Overall_Design_Terms,Summary_Sample_Terms,Incidental_Signals,Off_Topic_Signals,Relevant_Summary_Sentences,GEO_Link
GSE119376,Adverse Events of anti-EGFR Therapy are Triggered by Hair Eruption and Commensal Skin Microbiota,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_eruption,hair_follicle; hair_compartment; hair_eruption,,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119376
GSE129611,Defining transcriptional signatures of human hair follicle cell states,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_follicle; scalp,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129611
GSE119762,Hair follicle stem cells (HF-SCs) can initiate psoriasis-like disease in mice,include,25,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119762
GSE128436,EGFR and hair shaft differentiation,include,15,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_compartment,hair_follicle_stem_cell; root_sheath; hair_compartment,,root_sheath,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128436
GSE130054,Priming mobilization of hair follicle stem cells triggers permanent loss of regeneration after alkylating chemotherapy,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_compartment,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130054
GSE117967,Loss of PRC1 activity in different stem cell compartments activates a common transcriptional program with cell-type dependent outcome,include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle_stem_cell,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117967
GSE115649,Gene expression profiling of Dermal Papilla (DP) cells isolated from wild type (WT) and DP-specific Smo gain-of-function (Smo*) mutant mice during both telogen (at P20) and anagen (at P28).,include,14,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla; hair_cycle_stage,hair_cycle_stage,hair_cycle_stage,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115649
GSE132129,Low-dose quercetin positively regulates mouse healthspan,exclude,-3,毛发/脱发仅作为药物适应证、不良事件、临床表现或次要结局出现,exclude,毛发/脱发仅作为药物适应证、不良事件、临床表现或次要结局出现,automated_rule,False,False,,hair_loss,,,outcome_only,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132129
GSE108709,Hair growth is induced by blockade of macrophage-derived oncostatin M and JAK-STAT5 signaling in hair follicle stem cells.,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,hair_cycle_stage,hair_cycle_stage,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108709
GSE127971,Expression analysis of Lgr5 hair follicle stem cells following skin injury in the presence and absence of regulatory T cells,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127971
GSE111061,"An Open-Label Pilot Study to Evaluate the Efficacy of Tofacitinib in Moderate to Severe Patch Type Alopecia Areata, Totalis and Universalis",include,26,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia,alopecia; scalp,alopecia; scalp,alopecia; scalp,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111061
GSE125733,Transcriptomic analysis of frontal fibrosing alopecia,include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,alopecia,scalp,,scalp,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125733
GSE102463,Dynamic networks of lymphatic vessels interconnect nodes of neighboring hair follicles across the skin,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle; hair_follicle_stem_cell,hair_cycle_stage,hair_follicle,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102463
GSE106767,Hair follicle stem cells sense niche integrity and recruit immune cells to contain barrier breaches,include,17,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106767
GSE121112,Reprogramming of dermal papilla cell intact gene signature with 3D culture and Lef-1 overexpression,include,11,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla,dermal_papilla,dermal_papilla,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE121112
GSE102086,Single Cell and Open Chromatin Analysis Reveals Molecular Origin of Epidermal Cells of the Skin,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,早期表皮单细胞数据研究毛囊等皮肤附属器的细胞起源。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102086
GSE97213,Single Cell and Open Chromatin Analysis Reveals Molecular Origin of Epidermal Cells of the Skin,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,早期表皮 RNA-seq/ATAC-seq 研究毛囊等皮肤附属器的细胞起源。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97213
GSE112671,"Single cell RNA-seq analysis in dermis of SM22rtTA; tetO-Cre; R26-Tomato (SM22-Tomato, control) and SM22rtTA; tetO-Cre; R26-SmoM2/Tomato (SM22-SmoM2/Tomato, forced Hh activation in wound dermis) at 3 days after complete reepithelialization",review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,伤口真皮 Hh 激活模型直接研究毛囊新生。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112671
GSE94893,"RNA-seq analysis in dermis and epidermis of WT (control), LSL-Shh (Shh overexpression in epidermis), and E14.5d skin",review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,Shh 诱导伤口毛囊新生的真皮和表皮 RNA-seq。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94893
GSE119118,Gene expression profile in mouse back skin after cyclophosphamide treatment,include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_loss; alopecia,hair_cycle_stage; hair_growth; hair_depletion_model,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119118
GSE116815,Generation of trichogenic adipose-derived stem cells by expression of three factors,include,15,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,trichogenic,hair_follicle; dermal_papilla; hair_cycle_stage; hair_growth; trichogenic,,hair_growth,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116815
GSE110459,Identification of transcriptional targets of FGF20.,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,FGF20 靶基因实验直接研究毛囊 placode 和 dermal condensate 发育。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110459
GSE93833,"Basal hair follicle stem cell mRNA expression levels of mice at 3, 19 and 24 months of age",include,19,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93833
GSE102291,The microRNA-200 family mediates hair follicle development through coordinated regulation of cell adhesion and polarity,include,10,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,,hair_compartment,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102291
GSE104022,Molecular consequences of Dlx3 deletion by tamoxifen inducible K14 Cre in adult mouse epidermis (P42-P46) as determined by RNASeq analysis,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,当前表皮/真皮 RNA-seq 研究 Dlx3 缺失后的 IL17 炎症起始机制；毛囊分化是背景知识。,evidence_adjudication,True,True,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104022
GSE100876,Temporal Layering of Signaling Effectors Drives Chromatin Remodeling during Hair Follicle Stem Cell Lineage Progression,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100876
GSE100874,Temporal Layering of Signaling Effectors Drives Chromatin Remodeling during Hair Follicle Stem Cell Lineage Progression [RNA-seq],include,19,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_depletion_model,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100874
GSE101451,"Transcripotome analysis of different locations of hair follicles (bulb, bulge) in androgenetic alopecia",include,27,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; alopecia; androgenetic_alopecia,hair_follicle; balding,hair_follicle; balding; follicular_unit,balding; hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101451
GSE85039,A multi-scale model for hair follicle reveals heterogeneous skin domains drive rapid spatiotemporal hair growth patterning,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_growth,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85039
GSE86962,Profiling of CD34+ hair follicle stem cells,include,27,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86962
GSE76102,Transcriptional profiling of hair follicle stem cells in the presence and absence of Regulatory T-cells,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle_stem_cell; hair_depletion_model,hair_cycle_stage; hair_follicle; hair_follicle_stem_cell,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76102
GSE80688,Safety and Efficacy of the JAK Inhibitor Tofacitinib Citrate for Alopecia Areata and Variants,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia,alopecia; scalp,alopecia; scalp,alopecia; scalp,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80688
GSE90848,Epithelial-Mesenchymal Micro-Niches Govern Stem Cell Lineage Choices (SC RNA-Seq),include,7,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_follicle,,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90848
GSE90847,Epithelial-Mesenchymal Micro-Niches Govern Stem Cell Lineage Choices (bulk RNA-Seq),include,16,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle,hair_follicle; hair_follicle_stem_cell; root_sheath; hair_compartment; hair_cycle_stage,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90847
GSE89928,Wounds That Never Heal? Stem Cell Lineage Infidelity at the Crossroads of Wound-Repair and Cancer,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,直接比较表皮与毛囊干细胞在稳态、损伤和肿瘤中的谱系可塑性。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89928
GSE41287,Digital gene expression profiling of mouse skin gene expression after cyclophosphamide (CYP) treatment,include,6,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_loss,hair_growth; hair_depletion_model,,outcome_only,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41287
GSE88989,Cell type-specific chromatin states differentially prime squamous cell carcinoma tumor-initiating cells for epithelial to mesenchymal transition [RNA-seq],review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,直接比较毛囊干细胞来源与表皮来源的 SCC 起始细胞。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE88989
GSE74283,Epithelial cell RNA-seq in aged skin,review,4,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,明确比较年轻与衰老皮肤中的毛囊干细胞和表皮细胞。,manual_boundary_review,True,False,,hair_follicle; hair_follicle_stem_cell,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74283
GSE80082,Integrin signaling regulates YAP/TAZ to control skin homeostasis,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,RNA-seq 使用 A431 和 HaCAT 细胞研究 YAP/TAZ；毛发脱落仅为小鼠敲除表型。,manual_boundary_review,True,False,,hair_loss,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80082
GSE78606,total RNA-seq from hair follicle dermal papilla cell (ENCSR000CUB),include,18,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; dermal_papilla,hair_follicle; dermal_papilla,,dermal_papilla; hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78606
GSE77197,Signaling networks of developing hair follicles,include,15,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle; dermal_papilla; hair_cycle,,hair_follicle,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77197
GSE77997,"Quantitative Analysis of Notch mutant (Notch1&2-null, Psen1&2-null, RBPjk-null) and wild-type hair follicle transcriptomes by NGS",include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_follicle,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77997
GSE77256,RNA-seq analysis of hair follicle stem cell transcriptome upon loss of the transcription factor FOXC1,include,22,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_cycle_stage,hair_follicle; hair_follicle_stem_cell,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77256
GSE67404,Foxc1 reinforces quiescence in hair follicle stem cells,include,22,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67404
GSE77135,Strong Components of Epigenetic Memory in Cultured Human Fibroblasts Related to Site of Origin and Donor Age (Methylation),review,15,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,样本虽来自 scalp 成纤维细胞，但问题是取材部位的表观遗传记忆，不涉及毛囊或脱发。,manual_boundary_review,True,False,,scalp,scalp,scalp,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77135
GSE77131,Strong Components of Epigenetic Memory in Cultured Human Fibroblasts Related to Site of Origin and Donor Age (RNA-Seq),review,15,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,样本虽来自 scalp 成纤维细胞，但问题是取材部位的转录记忆，不涉及毛囊或脱发。,manual_boundary_review,True,False,,scalp,scalp,scalp,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77131
GSE71621,Cell type-specific chromatin states differentially prime squamous cell carcinoma tumor-initiating cells for epithelial to mesenchymal transition,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,系列研究直接比较毛囊干细胞来源与表皮来源的肿瘤起始细胞。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71621
GSE68846,RNA sequencing of ILK-deficient hair follicle bulge stem cells,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_follicle; bulge_cells,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68846
GSE64091,Transcriptional profiling of cutaneous Mrgprd free nerve endings and C-LTMRs,exclude,-3,组学对象是感觉神经元/触觉亚型，毛囊仅作为神经支配的解剖背景,exclude,RNA-seq 对象为感觉神经元触觉亚型，科学问题是痛觉与愉悦触觉；毛囊仅用于描述 C-LTMR 的支配位置。,evidence_adjudication,False,True,,hair_follicle,,,,sensory_neuron,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64091
GSE61506,BMP Signaling and Its pSMAD1/5 Target Genes Differentially Regulate Hair Follicle Stem Cell Lineages,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61506
GSE61505,RNA-Seq in hair follicle stem cell lineage,include,17,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61505
GSE54424,SOX9: a Stem Cell Transcriptional Regulator of Secreted Niche Signaling Factors,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle_stem_cell,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54424
GSE44806,Whole genome bisulfite-seq of two healthy males.,include,3,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle,hair_follicle,,,blood_only,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE44806
GSE48878,In vivo transcriptional goverance of hair follicle stem cells by canonical Wnt regulators,include,27,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell; hair_cycle_stage,hair_follicle_stem_cell,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE48878
